nomor;mxid_cmp_d3d1;lq45_cmp_d3d1;hsce_cmp_d3d1;usd_cmp_d3d1;mxidlarge_cmp_d3d1;mxidfin_cmp_d3d1;klse_cmp_d3d1;masiaem_cmp_d3d1;mxidscl_cmp_d3d1;mxapj_cmp_d3d1;kospi_cmp_d3d1;mxidmid_cmp_d3d1;yenidr_cmp_d3d1;set_cmp_d3d1;djia_cmp_d3d1;mxasj_cmp_d3d1;gbpidr_cmp_d3d1;as51_cmp_d3d1;mxap_cmp_d3d1;mxwd_cmp_d3d1;sp500_cmp_d3d1;hsi_cmp_d3d1;twse_cmp_d3d1;smi_cmp_d3d1;as30_cmp_d3d1;cac40_cmp_d3d1;msciw_cmp_d3d1;ftse_cmp_d3d1;nikkei225_cmp_d3d1;msciem_cmp_d3d1;ibex_cmp_d3d1;omx_cmp_d3d1;stoxx_cmp_d3d1;nasdaq_cmp_d3d1;topix_cmp_d3d1;dax_cmp_d3d1;pcomp_cmp_d3d1;nifty_cmp_d3d1;euro_cmp_d3d1;sensex_cmp_d3d1;yen_cmp_d3d1;dxy_cmp_d3d1;xaud_cmp_d3d1;pounds_cmp_d3d1;wti_cmp_d3d1;szcomp_cmp_d3d1;brent_cmp_d3d1;cpo_cmp_d3d1;shcomp_cmp_d3d1;Tekanan
1124;-0.742559885;-0.945039648;-2.036200842;0.529535272;-0.172450017;-0.812473734;-1.472827989;-0.62793899;-1.348815519;-0.266143301;1.021468234;-2.5180028;0.983950479;-0.178943536;1.439524989;-0.774984458;1.542563003;-0.500079026;-1.737864218;1.033334144;1.469611609;-1.578061095;-0.195600478;-0.013512604;-0.515781407;0.68073927;1.184149245;0.634241255;-3.076140209;0.389147105;-0.144449813;0.752860765;0.700455058;1.6302764;-2.877729291;1.131770751;0.177900334;-0.605196796;-0.911613314;-0.718304602;-0.404340402;-0.800963187;2.070002124;-0.850842365;1.163064766;-1.371027447;3.253231568;0.352891028;-0.914547529;1
1125;-0.064782284;-0.308871907;0.087886381;0.501722852;0.57131309;-0.185418073;-0.798608747;-0.19241995;-1.835047603;-0.101219142;-0.273366456;-1.092667245;1.553260104;2.891354514;2.759996318;-0.055010989;-0.660582518;-0.006657541;0.433676631;1.801540678;2.680989843;-1.137319343;0.733729476;0.230102568;0.06333278;1.725226259;1.988371226;1.339437071;0.218901964;0.957908067;1.641663072;2.556778699;1.812664405;4.18751616;-0.07530117;2.2374675;-2.218344462;-0.992118132;0.272367569;-1.211348361;-1.30486573;0.369962556;1.26309226;0.91413333;1.337982368;-1.657152232;-1.841996753;-2.988545038;-0.766227322;0
1126;0.684201137;0.508084905;4.08647993;-0.345699721;0.979852649;0.348825797;0.121162596;2.748430172;-0.788558691;2.179113999;1.897471811;0.4661232;0.746766073;1.031064144;0.897336343;2.721844718;-0.657894525;0.55419593;2.867501785;1.102811149;1.009573919;1.473134611;4.650762711;-0.103130105;0.46441828;0.817485553;1.04180545;0.147580224;1.992173069;2.389127914;0.005608797;1.62586466;0.894018368;2.024506878;2.207947963;0.743797106;-1.314492973;0.599125858;-0.065030216;0.485543554;-1.040429207;-0.056802782;1.207068343;0.352580982;5.802468622;-1.819520338;1.521959846;0.51293063;-0.954661139;0
1127;-0.65779629;-0.587463805;2.785678554;-0.61823596;-1.084164232;-0.435495338;-0.195257465;1.780220695;0.225749269;1.8699572;1.835855771;0.16565047;-0.28472712;-1.135670635;0.164496913;1.635356403;-0.71600978;0.635227784;1.748988952;0.743363362;0.316834001;1.195083466;3.627447367;0.293810616;0.490577186;-0.124104395;0.559542727;0.300025315;1.189434605;1.575441871;-0.098693697;-0.16335053;0.036402857;0.472161442;1.283524945;-0.349952101;1.699247548;0.486523244;0.089278176;0.562470406;-0.27188543;0.104391406;2.070490471;0.371312984;1.283927982;-1.686372275;1.069736042;0.218625963;-1.076248516;0
1128;-0.834100525;-0.686488387;-0.199355134;0.220681758;-1.468851774;-1.183701321;-0.324119592;-0.405232885;0.346036697;0.059155422;-0.253106788;-0.473863565;-0.190647723;-0.41566045;0.227081914;-0.087270565;-1.010900602;1.035871021;0.262781228;0.16085526;0.455424143;0.207335362;1.017650006;0.722102661;1.008650281;1.322556131;0.076946681;0.812837372;0.483213231;-0.163469408;0.779632637;1.953991809;1.172846086;1.029214476;0.637826634;1.274213732;0.142506806;-1.784667553;1.960883365;-1.7215335;0.415907385;1.515208968;0.899448394;1.19733465;-5.410131911;-0.91728123;-3.041007114;-0.987930748;-1.250291338;0
1129;-1.55484401;-1.662069471;0.380721838;0.26226674;-0.745130092;-1.574325199;-0.345687221;0.197088228;-0.456972965;-0.054016927;0.771972228;-1.804648218;-0.050543922;0.186602681;-0.221201403;0.664442272;-1.219327429;0.698348113;0.26573489;-0.175943066;-0.09962356;2.296087032;0.065283411;0.710376028;0.849499602;1.659137281;-0.293720667;0.875340414;0.794188447;-0.092005339;1.135950721;1.867333355;1.190403663;-0.006917927;0.487851462;1.656377196;-2.671574715;0.09726319;1.966450298;0.058666862;0.595750987;1.470230467;-2.186643823;1.486906266;-5.632989796;0.847848079;-2.782786402;0.852469699;0.065463641;0
1130;-2.439761705;-2.766980943;2.572908901;-0.172557938;-1.829648765;-2.098095751;-0.184465364;1.068580244;-1.246125098;0.105109885;1.981650139;-2.16402664;-0.483973903;1.314470258;1.05068327;1.1632682;-0.61246576;-0.33546484;0.508286271;0.347755911;0.813838372;2.895310553;-0.144061574;-0.440184977;-0.16728069;0.28749723;0.330757681;0.065043908;1.493486631;0.501518125;-0.247975506;0.738343093;0.206345138;1.164034651;1.337424037;0.387733236;-1.726984423;1.097987579;0.654730613;1.062673988;0.408370864;0.37189254;-0.857293579;0.685255237;-5.487287078;1.106931923;-5.493513337;2.757867469;1.045627636;0
1131;-0.538931955;-1.077334492;2.761325557;0.569245296;-0.905489461;-0.030505073;1.686620644;2.103447094;0.003166946;0.857581;2.298349277;-0.491977088;0.231290956;2.940495098;0.724822574;1.785684676;0.714953269;-0.060650417;1.190639925;0.761202017;0.725239497;1.088476064;-0.022862503;0.911214329;-0.005240655;0.997015542;0.709587632;0.979227092;1.372531185;1.216730587;0.513684357;1.938849448;1.057805856;0.890299043;1.372707625;1.502332671;1.347117502;1.39245504;-0.200940563;1.291524201;0.149283877;-0.317301878;0.784140535;-0.089409417;-4.607200121;-1.34904829;-4.612946592;2.567148606;-0.714916764;0
1132;2.52562501;2.019241843;0.418433385;0.458688063;2.431461622;3.240060351;1.744967415;1.314464185;2.315153405;0.7851258;0.788795791;1.643764744;0.968279563;2.09102551;0.248653331;0.926373661;0.280063333;1.175044316;1.222959856;0.649046887;0.413583772;0.277457477;-0.121349288;1.660275987;1.013246294;1.559819029;0.722731704;1.883581309;0.675772955;1.120936489;1.244303153;1.213179224;1.599381249;0.139264879;0.628867856;1.630512556;2.269412112;0.901849987;0.58928355;0.55201548;-0.473114184;0.377501227;-0.818890574;0.164497247;-0.729131161;-1.793714786;-0.080060061;2.255875304;-1.393291566;0
1133;3.105302866;2.566379923;1.132594436;0.358662977;3.242976533;2.285555527;1.160410637;0.221571041;2.330845646;0.186405978;-0.619150219;2.443770881;0.176362461;-0.734307897;-0.467898333;0.134155281;0.394216521;0.675627115;0.239675078;-0.243901301;-0.448458327;0.715642536;-0.319862224;0.371736294;0.718273133;0.320104083;-0.202463666;0.115971328;0.521483132;0.308275035;0.413724327;0.057533788;0.234775578;-0.996944803;0.587160243;0.178261823;1.221845713;0.999395064;0.401538743;0.847732726;0.355355863;0.438334739;0.297945871;0.087747125;-1.768288628;-0.680748908;-0.111285621;-0.409409681;-1.062160369;0
1134;1.919192061;1.514319186;1.316290841;0.661564314;1.62172851;0.341277623;-0.081179672;-0.195007532;0.771935375;0.136782462;-0.829218453;2.519227294;1.01059617;0.707781081;-0.122197621;0.106949217;1.310006125;-0.269994736;-0.316910784;-0.410251015;-0.20636335;0.25696004;-0.468280622;-0.780121958;-0.075246393;-1.480571941;-0.259482634;-0.726860456;-1.129950558;0.399925009;-0.265952715;-0.896815977;-1.224239334;-1.282435263;-0.773691133;-1.714015386;-0.10998488;1.323362266;-1.474308857;1.425395965;-0.465538233;-1.016302773;1.766814169;-0.734520678;-2.402026178;2.33828574;-2.543979338;0.126695119;1.578417801;0
1135;4.420503826;3.840847984;1.164144181;-0.324895429;4.590492575;3.188246757;-0.022012524;1.149132148;1.866180672;1.372049455;1.483226867;3.953042149;0.064253947;2.670713121;0.512864653;1.33274068;-0.382254523;0.682263753;0.512839819;0.839801233;0.688021595;1.107940967;1.191650731;0.280946102;0.674470521;-0.663375566;0.810377428;0.152540984;-0.372796127;0.916712529;0.761307952;0.649879079;-0.305862897;0.694390513;-0.174484303;-0.592847067;0.677096006;0.511981049;-1.124785936;0.530879508;-0.228485088;-0.9885598;0.104123428;0.216026292;4.136564791;0.624431206;0.033948832;2.275835536;0.197418858;0
1136;4.370988458;3.725942336;1.470423788;-1.135891261;4.779813767;4.802047472;0.01565692;2.03327241;2.248037847;0.9553778;2.595604004;3.6798311;-1.245593326;0.772154647;1.020071495;1.700974904;-1.577015478;1.041669083;1.034849159;1.174803301;1.198601343;1.225536281;1.580232926;0.596934792;0.85038665;1.033827512;1.238645675;1.250880084;0.705069595;1.208272678;1.613315734;1.446495711;1.487911715;2.075041675;0.760872394;1.132008684;2.107573665;-0.271837038;0.045957098;0.222278704;0.165066481;-0.07423621;-0.718577282;0.699711154;4.567523923;-0.411191907;4.847945916;-0.124414638;-1.000044272;0
1137;1.491152361;1.419870675;-0.919420141;-0.436888642;1.528957186;2.173304254;1.598434788;-0.398693319;1.02058286;-1.014224628;0.411208779;1.283958731;-1.419138446;-0.137290658;0.816024263;-0.511073809;-1.551557485;0.067047753;-1.495842032;0.243822202;0.714622917;-0.474950404;-1.824638885;0.751037946;0.023730414;1.358787192;0.285050965;1.111974599;-0.950573705;-0.02304733;1.670826085;0.420397189;1.76950183;-0.269447247;-0.921622356;1.172441347;2.227291005;-0.077314016;0.94855103;0.146657508;0.831588107;0.871849581;-1.888440381;1.04170747;-0.063672682;1.012606114;-0.68100944;-1.937509782;0.441907793;0
1138;0.470444907;0.360654633;0.106144283;-0.123295404;0.736080259;1.008526684;-0.369475306;-0.607553166;0.827813214;-0.499575278;-0.116933009;-0.560844753;-0.574508183;0.321068678;0.044453702;-0.355113085;-0.633684439;-0.407827031;-0.287028306;-0.25193333;-0.04897285;0.856556278;-1.429323028;1.764911408;-0.326049885;1.123267827;-0.05453795;1.064293528;0.780792882;-0.247542064;1.589045183;0.308564728;1.257066119;-0.022085902;0.590452549;1.476832148;1.338857039;0.813989602;0.850946132;1.011829029;0.51660865;0.690902823;-0.830760152;0.730441773;-0.1773743;-0.484397728;-2.23595175;0.763002528;-0.402695376;0
1139;-0.461905462;-0.580445784;2.277921698;0.262812033;-0.55419016;-0.093009773;0.016907205;0.41561836;1.196329421;0.866154196;-0.340741854;-1.276797567;1.234219115;0.372162015;0.827194085;0.986049831;-0.160868228;0.237396622;2.069404457;0.69524887;0.64648481;1.352108905;1.486961021;1.194337284;0.30463285;0.48525282;0.898296162;0.255622537;2.516581481;0.576781206;0.728382126;-0.005142971;0.300611544;0.736090178;1.849550426;0.51085172;2.519067298;0.880564248;-0.382412877;0.744717795;-1.114010262;-0.349886065;-0.829789104;0.135545914;-1.603109474;0.084563509;-1.156532356;-0.537637508;-0.282738454;0
1140;0.065727072;0.499012623;1.152715263;0.124991332;-0.196674739;0.612079364;1.383767847;0.331899757;2.318905433;0.419486638;-1.067270336;-0.496103476;1.013581008;-0.030496904;0.087925152;0.550345414;0.488840763;0.347303824;0.630953554;0.497518945;0.060791163;-0.3189747;1.343440638;0.247906644;0.328501172;0.084599465;0.224754582;-0.114300252;0.407893336;0.272479627;-0.180555339;-0.637140003;-0.179798723;-0.053366731;-0.010712333;-0.015824431;5.764557565;0.637740912;-0.959113498;1.074965564;-0.65648547;-0.750533018;-0.819529494;-0.512572635;-0.106411546;-0.377928557;-0.519100534;0.444518923;-0.959107198;0
1141;-0.968268667;-1.039104926;-2.031359041;0.170295448;-1.652396355;0.730248849;0.605373243;0.117826463;0.60576081;-0.437025215;0.394156495;0.443978085;-0.029241074;1.490907309;-0.658027137;-0.133237035;0.861866836;0.056171666;-0.835039582;-0.240370997;-0.290734062;-1.614815865;-0.075436929;-0.817295902;0.192218113;-0.689792083;-0.238846495;-0.594584426;-1.223118197;0.372422072;-0.857692582;-1.199902239;-0.680632025;0.553679873;-1.026840832;-0.986900684;4.118021819;-0.018178601;-0.830606877;0.699077797;0.305032133;-0.364575601;0.293752751;-0.838254985;2.956551561;-2.580736566;3.628737682;1.335991077;-3.154621282;0
1142;1.232609078;0.601924803;-2.550821806;-0.184395019;0.386381848;3.217570213;0.149923619;1.294849058;1.589024199;0.92309695;2.524953563;2.709092017;-0.373106612;1.840535817;-0.093018291;0.856453908;0.433159924;0.300414363;-0.831615437;0.622946277;0.783826805;-0.483066579;-0.021811406;-0.39871179;0.155892972;-0.152362178;0.632174658;-0.118659711;-1.702009473;1.200514482;-0.50239515;-0.220722014;-0.184662859;2.45888661;-1.550508455;-0.085053645;1.284759832;0.931808885;-0.70123232;1.348088326;0.385969099;-0.444060749;0.937149559;-0.527632473;0.098738102;-1.853803036;-0.466655595;0.313428144;-1.761204384;0
1143;4.875398881;4.407864358;0.575563354;-1.693386053;4.259586486;5.134142314;1.157574706;2.742374197;2.780417353;2.809114053;3.602571371;6.047622057;-1.782717179;1.707398965;0.151490234;2.560416117;-1.203305893;0.872198928;1.647061505;1.225261404;0.85918919;1.534703041;1.323019841;0.367784067;0.956935191;1.372304071;1.289091677;0.210568764;0.990765935;2.66969874;0.806376884;1.70652887;1.48071094;2.512704015;0.702451136;2.627698933;-1.282283118;2.233085452;-0.433974274;2.657470094;-0.011449129;-0.331900247;1.563429679;-0.559905687;-0.403834579;0.708206978;-1.088390693;-2.003500763;1.137612582;0
1144;3.380184546;3.156457307;1.413978571;-1.970693784;2.964601508;4.178590307;0.310578512;1.403365705;1.145216141;1.121070987;1.844635247;5.494342726;-2.317049329;3.468534353;-0.758028322;1.308928807;-2.730587984;0.825248895;0.062290474;-0.306655843;-0.355248438;0.630368717;0.551359392;0.059064357;0.929381926;0.357637385;-0.475201108;0.196788492;0.532771788;1.196702477;0.01244536;1.294695284;0.642141117;0.07066733;0.226008588;1.324449103;-2.510160031;0.813962381;0.864793369;0.937655405;0.186984771;0.905844041;0.483181034;1.054702378;1.910660287;5.345685572;4.210777758;-1.747470635;5.321005505;0
1145;0.716691574;0.687290165;3.490131611;-1.389109103;0.941149653;0.937550394;0.197597858;0.693776834;0.095050911;0.204514511;0.354573728;0.735804544;-1.3508793;1.501198393;-0.767888049;0.589600409;-1.497303413;0.082347797;-1.100582741;-0.575561268;-0.456045776;0.402794907;-0.567542707;-0.116761155;0.198642287;-0.494515843;-0.652209815;0.281094837;-1.287251809;0.564584735;-0.151558149;0.057735562;-0.283211623;-0.626039891;-1.732739833;0.366351609;-1.416235287;1.196420213;0.527664853;0.908235113;-0.130316764;0.406364798;-0.142656442;0.262989798;-1.040566353;5.875676789;-2.311865574;-0.564879121;5.405704081;0
1146;0.019256688;-0.239632198;5.044778121;-0.87438398;-0.159816884;-1.016858418;0.768823871;0.465760987;-0.023192796;0.449315873;-0.268111034;0.300847145;-0.603162111;0.838037421;0.54167361;0.675389566;0.121025702;0.182144809;-0.294794361;0.755057297;0.712001944;1.124681331;-1.022694951;0.095360871;0.320859927;0.903285944;0.779574147;0.87775478;-0.652931493;1.08610829;0.282406606;0.198816494;0.815311;0.770490039;-0.921141551;1.159196488;-1.28787677;2.967707415;-0.214546204;2.583790279;-0.258964494;-0.405007161;0.108456318;-0.845355751;4.594823548;4.455203674;1.361542494;-2.03910521;4.527224873;0
1147;1.567477036;1.297753809;3.948090958;0.001684742;1.274063052;2.218745642;0.872383824;0.930597274;0.774338868;0.693804973;0.142136479;2.813289584;0.134208398;-0.342632611;-0.08228599;0.649101423;0.455600378;0.033813118;-0.219681742;0.94030841;0.518251976;0.759517765;0.944619977;1.484660212;0.252255657;1.200604079;0.764721344;1.09363181;-0.519914253;1.498962281;-0.016544436;0.115208729;0.910695849;0.937449058;-0.406094034;0.630288215;1.697927788;2.482228677;-1.083662071;2.441536836;0.069572961;-0.753929178;1.212775665;-0.213931841;7.428585452;7.0000443;6.535687276;-1.88703548;5.732949771;0
1148;0.351703265;0.415887833;0.236176702;1.334679419;0.834867334;0.131242829;-0.485725694;0.218473439;-0.704284989;0.611514712;-1.615417262;-0.505719408;0.587396639;-0.762329193;-1.754767316;0.04749768;1.358823881;0.196635237;-0.137737288;-0.417979192;-1.297967719;0.414802837;2.589877401;0.630188327;0.212265197;-0.979979317;-0.513630389;0.045765183;-0.451579877;0.250909484;-0.816667468;0.049002718;-1.024861655;-1.272056029;-0.417252361;-1.143282932;2.717017181;1.22876452;-0.504677375;0.963423416;0.5586378;-0.336017766;0.414528499;0.0875352;5.899174703;1.488950457;5.831519686;-1.233083652;0.464974058;0
1149;-2.328487586;-1.447284554;-0.987039476;1.146100202;-2.112028935;-1.377206845;-1.410263981;-1.86526076;-0.568614345;-0.024718087;-3.098165317;-3.704796715;0.113188027;-1.912862932;-2.00387998;-1.503999946;1.210988964;0.20353729;-0.313915665;-1.24026238;-1.91651901;-0.184249724;-0.149990372;-1.736383299;0.267803835;-2.160655446;-1.290552889;-0.829989088;0.002113169;-1.068642629;-1.070115145;-0.359864764;-2.01766378;-1.840140551;0.11041272;-2.121236831;1.289637903;-1.402938767;0.652221692;-1.158835174;1.080611676;0.225995117;0.273872819;0.050273617;3.000478568;0.931797259;4.063736861;0.968804516;0.984047898;0
1150;-0.513264415;-0.313297545;-0.760604224;-0.521414331;-0.824242125;0.951745061;-0.167581119;-1.067169086;0.632437638;-0.544060214;-0.33364544;-0.91818008;-0.473852163;-1.421580054;-0.694943603;-1.364957631;0.23433412;-0.326894335;-0.961387003;-0.35189488;-0.25815002;-1.42979888;-1.40106014;-1.413194527;-0.341454335;-0.360556732;-0.40983613;-0.374471032;-1.157478382;-0.414413263;-0.484497537;-0.43628438;-0.85252213;-0.303091682;-1.009033963;-0.940619304;1.984840639;-1.875918839;-0.187875644;-1.663664677;0.052776661;-0.136863474;0.109297107;-0.57619761;1.230300151;2.41337413;0.902285717;0.453740681;1.07194101;0
1151;0.278884382;-0.025175097;-1.557274563;0.796522492;0.371150013;-1.324176618;-0.626615733;-0.952182715;-0.193812196;-0.960610997;-0.008005098;0.481934714;0.385100972;-0.143254494;-0.46884681;-1.106712925;1.357642021;-0.309194488;-1.807674153;-0.464199723;-0.404528084;-1.951497278;-1.467925028;-1.33139425;-0.455726598;-0.017215444;-0.7288545;-0.539614529;0.051995963;-0.493232805;-0.632862347;-0.768046183;-0.414682916;-1.333529556;-0.087550921;-0.81092426;0.935920715;-0.566004568;-0.223185872;-0.46411154;0.442066954;-0.160107353;-0.396771398;-0.711084446;2.544194862;-3.080528102;1.673110939;-1.679304475;-2.540591936;0
1152;-0.782590271;-1.22020091;0.032679998;1.230912664;-0.809514725;-2.368359659;-1.16521868;-0.985121732;-0.929042718;-0.226017976;0.07965928;-0.667756489;0.669956916;-2.463546315;0.345915533;-0.892091977;1.574336159;0.130199298;-0.953860279;-0.006281673;-0.010758082;-0.910583235;-0.106217852;0.21847001;0.119632304;-0.130659737;-0.055233104;-0.309704271;-0.859166145;-0.102211315;-0.100597354;-0.459574178;-0.312733141;-0.6585408;-1.197941648;-0.610514011;-1.04828002;-1.201699958;-0.458166002;-1.289024942;0.672786714;-0.320759383;1.056698639;-0.480891563;2.156952021;-1.544447406;2.531504411;-1.073270309;0.004466747;0
1153;-0.012784101;-0.623344473;0.020034935;-0.144957835;-0.204756748;0.343761332;-0.047906762;-0.460536999;-0.346938199;0.029670697;-0.06827157;0.247579358;0.487047674;-1.58169172;1.47064468;-0.545971361;-0.506091202;0.893903047;-0.019184334;0.831809909;1.023131739;0.1280516;-0.680122376;1.53053244;1.047476451;0.694707345;0.826534763;0.987734066;-0.729941053;0.565276043;1.437597385;2.415364896;0.761181163;1.859814425;-0.597031193;1.202680724;-0.977876583;0.68023742;-0.356742;0.281930875;-0.520823421;-0.229808674;1.076376131;0.564564481;-0.20152322;-0.029648284;0.479377063;-0.301981688;-0.484265;0
1154;1.411751952;0.683644544;2.45244597;-0.76748028;1.350575619;2.427452518;0.423408098;0.981665214;0.14427026;1.450908995;-0.0390888;2.380700286;0.435240069;1.071578154;-0.055755579;1.0242014;-1.029965522;1.103101955;1.77024665;0.556732035;0.55039403;1.417361607;0.056274566;-0.712120663;1.129896931;-0.742606856;0.674681806;0.035151175;0.19587324;0.782150748;0.683097327;1.438761736;-0.131278887;1.355371183;1.058626053;0.239658285;0.873994417;2.847355506;-0.808274178;2.271223947;-1.372010296;-0.803443203;1.607493174;-0.002357517;-0.518642065;-2.62235202;0.00901485;0.924724666;-2.553211979;0
1155;3.255180915;3.045365964;-0.002050793;-0.399177425;2.238917347;3.728197841;0.899213574;2.383807285;2.703034373;1.802093994;-0.060556427;5.568312698;-0.193691012;3.761766737;0.628377849;1.909375743;-0.67733301;0.148659462;2.525153979;1.859812358;1.521028127;-0.07315493;2.248908784;-0.056797383;-0.031738771;1.320904752;1.619860273;1.625123777;1.86644652;1.848591626;2.166822182;1.059582293;1.865240428;2.639666651;2.561236748;1.815861249;2.639695113;2.683165378;-0.471367519;2.745678419;-0.354953277;-0.67552653;1.736165282;-0.049239704;1.233025666;-0.003113873;1.215884652;1.250448982;-0.025618666;0
1156;4.995973701;5.043026048;2.670679699;-0.746142405;4.9166234;6.078603064;1.826171562;4.696553523;3.497570963;2.422352664;5.665070898;6.108891831;-1.600044203;5.240140331;1.338907667;3.696986149;-2.191543674;0.726248026;2.554365519;1.645518792;1.888179081;1.725368056;3.88713566;2.571572213;0.6866381;3.477451427;1.790382007;2.49167186;4.146332769;3.428754967;3.342713773;3.025849533;3.556971219;2.883356052;3.350628155;3.771468381;5.067532412;3.572057907;1.20338522;3.14342153;0.718334812;1.154745898;-1.039112521;1.545829593;0.664998927;0.159098153;-0.353338279;1.336440042;-0.090861653;0
1157;4.346901239;3.306639134;-0.003393698;-0.51314932;5.359206954;6.527535121;0.950032618;2.996700495;1.130971595;1.966667262;4.573841061;2.257654421;-1.078859489;1.973169152;-0.117845202;2.528152537;-1.40656474;1.005687698;1.635231139;0.429080708;0.276928953;0.047583955;2.269459432;1.191146055;0.949022521;1.065462375;0.513279481;0.895715063;2.610411339;1.976775041;0.989039798;1.369642957;1.156262357;0.683148165;2.005856018;1.447145976;2.66512187;2.236990052;0.781141049;1.486773027;0.49969911;0.581266056;-0.000644287;0.982362365;1.790414208;-0.107503476;1.190696652;-0.216422967;-0.073070824;1
1158;-0.047051347;-0.160666052;-0.73037083;0.051180931;0.058356712;1.958358584;-0.469381506;-0.589397467;1.076499256;-0.197508803;0.709252509;-1.297435327;-0.155333518;-1.56335785;0.297255214;-0.577986271;-0.285636994;0.185725135;0.226072916;0.476473651;0.478283389;-0.594528567;-0.346325274;-0.047658767;0.109941802;-0.106694813;0.447718269;0.51080117;0.93264425;0.029895721;0.188126226;-0.565650446;0.136509495;0.780244752;0.726558963;0.326737533;-0.643751244;-0.62773708;-0.062832874;-0.86506426;0.403750976;0.110040659;1.087886922;0.243019067;4.227910294;-0.004345039;3.910022978;0.629212842;0.158599856;0
1159;-2.683509137;-1.704664369;1.254725019;0.023710053;-3.229864929;-2.256744066;0.245184624;-0.058469653;0.641184361;0.175633122;0.038938896;-2.471207047;-0.110706278;-0.651016947;-0.519314525;-0.117916084;-0.022123763;0.084906037;0.067153085;-0.313298936;-0.29942652;-0.051452541;0.194471223;-1.178415562;0.154686616;-0.463585439;-0.218831204;-0.090540002;0.629687845;0.334848723;0.330519971;-0.510801801;0.24055315;-0.40981644;0.038184437;-0.147667839;0.519661663;0.309863342;0.162703597;0.300899869;0.248485941;0.15871531;-0.413213362;-0.118598946;3.093671471;-0.133547726;3.727012608;-0.871177569;-0.090100161;0
1160;-0.702989798;-0.536223237;0.773124089;-0.152392813;-1.346461991;-0.209517325;0.003381422;0.291064672;1.102072786;0.557588835;-0.560063597;-0.70010213;1.627454182;1.161160085;-1.835198919;-0.029068252;0.690997435;-0.22502108;0.671596901;-0.710463278;-1.863844291;-0.307904082;0.724335492;-1.649480692;-0.360809797;-0.659484785;-0.674293705;-0.091582577;-0.293995735;0.24567764;0.092129737;-0.215417242;-0.574351961;-2.676689632;-0.713326475;-0.818980232;-0.287522277;1.551465524;-0.830408254;1.112625407;-1.492330775;-1.205399155;1.152096473;-0.714346951;2.302820919;-0.041921587;3.564288798;-3.353862053;0.075838989;0
1161;0.856970415;1.233694422;-0.378883465;0.063385222;1.295094432;0.886831337;-1.062843027;-0.474016821;1.879744889;-0.104544894;-0.45797568;-0.201637642;1.668368825;1.216503811;-0.28695687;-0.514838379;0.775571607;0.051466235;1.015573372;0.080357666;-0.461902947;-0.154156908;-0.243759549;-1.068273159;0.242484932;-0.999826341;-0.040166195;-0.303805804;0.082518324;-0.31090878;-0.48640692;-0.219616429;-0.759943674;-0.858406204;0.078587303;-0.674758976;-1.048037508;-0.423314839;-0.691268404;-0.931253133;-1.741878729;-0.957122984;1.161885729;-0.822410292;1.693624512;0.162061709;3.700318301;-2.034690768;0.011354027;0
1162;-0.849881737;-0.31320004;-0.765313838;0.636157698;-0.537674112;-2.731186044;-1.029985733;-2.366078096;0.250601619;-1.085038745;-2.821287629;-1.955485475;0.333920257;-2.503020677;0.20927016;-1.848802023;0.542339053;0.855959931;-1.229750092;-0.676696378;0.025906788;0.04055846;-2.149763565;-0.953786236;0.843017271;-1.302378467;-0.700348084;-0.93629447;-1.260547014;-2.053094393;0.007482313;-0.60225026;-0.925069729;0.251035472;-1.104337413;-1.237066631;-2.746954426;-1.870381475;0.718461664;-1.614808496;0.138563972;0.74315928;-1.728113825;0.164863102;-1.5246931;-1.805883133;-0.199683133;-1.023914539;-2.802266466;0
1163;0.65229002;0.187893082;-2.873801645;0.461554212;0.820725107;0.146844652;-0.243390405;-2.241575465;1.49035821;-1.631680999;-2.822456555;-0.023191498;0.100635297;-2.422486182;-0.808171477;-2.082086616;0.162626186;0.551930782;-2.077413149;-1.315681838;-1.01379776;-0.993217179;-2.064341235;-0.211300927;0.421348059;-0.879725353;-1.13133805;-1.016439683;-0.023544977;-2.577528665;0.023476096;0.203643553;-0.739353899;-0.423466769;-0.094703331;-1.158325088;-1.783450332;-0.007839253;0.160022476;0.013105505;0.3882759;0.399440736;-1.349493976;0.22225334;-0.099915217;-1.788907152;-1.147840593;-2.090829187;-1.860189505;1
1164;1.200559301;0.560732346;-4.11464736;-0.496998244;1.798779186;1.644624185;-0.138733592;-1.436748037;1.724360736;-0.950581121;-1.39668025;-0.411852186;-0.53908627;-2.428165931;-1.829862529;-1.287613106;-0.173264751;-0.405086932;-1.173558015;-0.987316813;-1.513029553;-1.60814327;-2.390185527;-0.712903078;-0.115149319;-0.689285805;-0.773302558;-0.322690526;-1.491148539;-1.580615444;0.018427634;0.224919468;-0.490040397;-1.192763779;-1.670731366;-0.581759504;0.680441125;0.485157023;-0.517198922;0.754573117;-0.095814139;-0.577744559;0.504821716;-0.277855566;4.170895084;-4.804372721;2.508672653;-2.19361005;-3.590843035;0
